अंस (अंस्)	 । चु॰	 सेट्	 उ॰ । 	अं॑सँ॑ 		समाघाते 	१०।	०४६० ॥
या	 । अ॰	 अनिट्	 प॰ । 	या॒ 		प्रापणे 	०२।	००४४ ॥
याच्	 । भ्वा॰	 सेट्	 उ॰ । 	टुया॑चृँ॒॑ 		याच्ञायाम् 	०१।	१००१ ॥
यु	 । चु॰	 सेट्	 आ॰ । 	यु॑ 		जुगुप्सायाम् 	०२।	००२७ ॥
यु	 । क्र्या॰	 अनिट्	 उ॰ । 	यु॒ञ् 		बन्धने 	१०।	०२३५ ॥
यु	 । अ॰	 सेट्	 प॰ । 	यु॑ 		मिश्रेणेऽभिश्रणे च 	०९।	००११ ॥
युङ्ग्	 । भ्वा॰	 सेट्	 प॰ । 	यु॑गिँ॑ 		[वर्जने] 	०१।	०१७५ ॥
युछ्	 । भ्वा॰	 सेट्	 प॰ । 	यु॑छँ॑ 		प्रमादे 	०१।	०२४२ ॥
युज्	 । चु॰	 सेट्	 उ॰ । 	यु॑जँ॑ 		[संयमने] 	०४।	००७४ ॥
युज्	 । रु॰	 अनिट्	 उ॰ । 	यु॒जिँ॒॑र् 		योगे 	१०।	०३३८ ॥
युज्	 । दि॰	 अनिट्	 आ॰ । 	यु॒जँ॒ 		समाधौ 	०७।	०००७ ॥
युत्	 । भ्वा॰	 सेट्	 आ॰ । 	यु॑तृँ॒ 		[भासणे] 	०१।	००३१ ॥
युध्	 । दि॰	 अनिट्	 आ॰ । 	यु॒धँ॒ 		सम्प्रहारे 	०४।	००६९ ॥
युप्	 । दि॰	 सेट्	 प॰ । 	यु॑पँ॑ 		[विमोहने] 	०४।	०१४८ ॥
यूष्	 । भ्वा॰	 सेट्	 प॰ । 	यू॑षँ॑ 		हिंसायाम् 	०१।	०७७५ ॥
येष्	 । भ्वा॰	 सेट्	 आ॰ । 	ये॑षृँ॒ 		[प्रयत्ने] इत्यन्ये 	०१।	०७०२ ॥
यौट्	 । भ्वा॰	 सेट्	 प॰ । 	यौ॑टृँ॑ 		बन्धे 	०१।	०३२६ ॥
रंह्	 । चु॰	 सेट्	 उ॰ । 	र॑हिँ॑ 		[[भाषार्थः] च] 	१०।	०३२९ ॥
रंह्	 । भ्वा॰	 सेट्	 प॰ । 	र॑हिँ॑ 		गतौ 	०१।	०८३३ ॥
रक्	 । चु॰	 सेट्	 उ॰ । 	र॑कँ॑ 		[आस्वादने] 	१०।	०२६२ ॥
रक्ष्	 । भ्वा॰	 सेट्	 प॰ । 	र॑क्षँ॑ 		पालने 	०१।	०७४६ ॥
रख्	 । भ्वा॰	 सेट्	 प॰ । 	र॑खँ॑ 		[गत्यर्थः] 	०१।	०१४४ ॥
रग्	 । चु॰	 सेट्	 उ॰ । 	र॑गँ॑ 		[आस्वादने] इत्यन्ये 	१०।	०२६५ ॥
रग्	 । भ्वा॰	 सेट्	 प॰ । 	र॑गेँ॑ 		शङ्कायाम् 	०१।	०८९४ ॥
रघ्	 । चु॰	 सेट्	 उ॰ । 	र॑घँ॑ 		[आस्वादने] इत्येके 	१०।	०२६४ ॥
रङ्ख्	 । भ्वा॰	 सेट्	 प॰ । 	र॑खिँ॑ 		[गत्यर्थः] 	०१।	०१४५ ॥
रङ्ग (रङ्ग्)	 । चु॰	 सेट्	 उ॰ । 	र॑ङ्गँ॑ 		गतौ 	१०।	०३९७ ॥
रङ्ग्	 । भ्वा॰	 सेट्	 प॰ । 	र॑गिँ॑ 		[गत्यर्थः] 	०१।	०१५३ ॥
रङ्घ्	 । चु॰	 सेट्	 उ॰ । 	र॑घिँ॑ 		[[भाषार्थः] च] 	१०।	०३२६ ॥
रङ्घ्	 । भ्वा॰	 सेट्	 आ॰ । 	र॑घिँ॒ 		[गत्यर्थः] 	०१।	०११२ ॥
रच (रच्)	 । चु॰	 सेट्	 उ॰ । 	र॑चँ॑ 		प्रतियत्ने 	१०।	०४०३ ॥
रञ्ज्	 । दि॰	 अनिट्	 उ॰ । 	र॒ञ्जँ॒॑ 		रागे (मित् - १।९४०) 	०४।	००६३ ॥
रञ्ज्	 । भ्वा॰	 अनिट्	 उ॰ । 	र॒ञ्जँ॒॑ 		रागे (मित् - १।९४०) 	०१।	११५४ ॥
रट (रट्)	 । चु॰	 सेट्	 उ॰ । 	र॑टँ॑ 		परिभाषणे 	१०।	०४६२ ॥
रट्	 । भ्वा॰	 सेट्	 प॰ । 	र॑टँ॑ 		[परिभाषणे] इत्येके 	०१।	०३३४ ॥
रट्	 । भ्वा॰	 सेट्	 प॰ । 	र॑टँ॑ 		परिभाषणे 	०१।	०३८७ ॥
रठ्	 । भ्वा॰	 सेट्	 प॰ । 	र॑ठँ॑ 		परिभाषणे 	०१।	०३८६ ॥
रण्	 । भ्वा॰	 सेट्	 प॰ । 	र॑णँ॑ 		[शब्दार्थः] । [मित्] [इति भोजः] (०९३२) 	०१।	०९०४ ॥
रण्	 । भ्वा॰	 सेट्	 प॰ । 	र॑णँ॑ 		गतौ । [मित्] [इति भोजः] (०९३२) 	०१।	०५१३ ॥
रण्व्	 । भ्वा॰	 सेट्	 प॰ । 	र॑विँ॑ 		[गत्यर्थः] 	०१।	०६८० ॥
रद्	 । भ्वा॰	 सेट्	 प॰ । 	र॑दँ॑ 		विलेखने 	०१।	००५५ ॥
रध्	 । दि॰	 अनिट्	 प॰ । 	र॒धँ॑ 		हिंसासंराद्ध्योः 	०४।	००९० ॥
रप्	 । भ्वा॰	 सेट्	 प॰ । 	र॑पँ॑ 		[व्यक्तायां वाचि] 	०१।	०४६७ ॥
रफ्	 । भ्वा॰	 सेट्	 प॰ । 	र॑फँ॑ 		[गतौ] 	०१।	०४७९ ॥
रभ्	 । भ्वा॰	 अनिट्	 आ॰ । 	र॒भँ॒ 		राभस्ये 	०१।	११२९ ॥
रम्	 । भ्वा॰	 अनिट्	 आ॰ । 	र॒मुँ॒ 		क्रीडायाम् । रमँ इति माधवः 	०१।	०९८९ ॥
रम्फ्	 । भ्वा॰	 सेट्	 प॰ । 	र॑फिँ॑ 		[गतौ] 	०१।	०४८० ॥
रम्ब्	 । भ्वा॰	 सेट्	 आ॰ । 	र॑बिँ॒ 		[शब्दे] 	०१।	०४३६ ॥
रम्भ्	 । भ्वा॰	 सेट्	 आ॰ । 	र॑भिँ॒ 		[शब्दे] क्वचित्पठ्यते (इत्येके) 	०१।	०४४९ ॥
रय्	 । भ्वा॰	 सेट्	 आ॰ । 	र॑यँ॒ 		गतौ 	०१।	०५५४ ॥
रस (रस्)	 । चु॰	 सेट्	 उ॰ । 	र॑सँ॑ 		आस्वादनस्नेहनयोः 	१०।	०४७७ ॥
रस्	 । भ्वा॰	 सेट्	 प॰ । 	र॑सँ॑ 		शब्दे 	०१।	०८१० ॥
रह (रह्)	 । चु॰	 सेट्	 उ॰ । 	र॑हँ॑ 		त्यागे 	१०।	०३९६ ॥
रह्	 । चु॰	 सेट्	 उ॰ । 	र॑हँ॑ 		त्यागे 	१०।	०१२२ ॥
रह्	 । भ्वा॰	 सेट्	 प॰ । 	र॑हँ॑ 		त्यागे 	०१।	०८३२ ॥
रा	 । अ॰	 अनिट्	 प॰ । 	रा॒ 		दाने 	०२।	००५२ ॥
राख्	 । भ्वा॰	 सेट्	 प॰ । 	रा॑खृँ॑ 		[शोषणालमर्थ्योः] 	०१।	०१३० ॥
राघ्	 । भ्वा॰	 सेट्	 आ॰ । 	रा॑घृँ॒ 		[सामर्थ्ये] 	०१।	०११८ ॥
राज्	 । भ्वा॰	 सेट्	 उ॰ । 	रा॑जृँ॒॑ 		दीप्तौ 	०१।	०९५६ ॥
राध्	 । स्वा॰	 अनिट्	 प॰ । 	रा॒धँ॑ 		[संसिद्धौ] 	०५।	००१८ ॥
राध्	 । दि॰	 अनिट्	 प॰ । 	रा॒धः 		अकर्मकाद्वृद्धावेव 	०४।	००७७ ॥
रास्	 । भ्वा॰	 सेट्	 आ॰ । 	रा॑सृँ॒ 		शब्दे 	०१।	०७१३ ॥
रि	 । स्वा॰	 सेट्	 प॰ । 	रि॑ 		[ऋऽ] [हिंसायाम्] 	०५।	००३२ ॥
रि	 । तु॰	 अनिट्	 प॰ । 	रि॒ 		[गतौ] 	०६।	०१४० ॥
रिख्	 । भ्वा॰	 सेट्	 प॰ । 	रि॑खँ॑ 		[गत्यर्थः [इत्यपि केचित्]] 	०१।	०१६८ ॥
रिङ्ख्	 । भ्वा॰	 सेट्	 प॰ । 	रि॑खिँ॑ 		[गत्यर्थः [इत्यपि केचित्]] 	०१।	०१६९ ॥
रिङ्ग्	 । भ्वा॰	 सेट्	 प॰ । 	रि॑गिँ॑ 		[गत्यर्थः] 	०१।	०१६४ ॥
रिच्	 । चु॰	 सेट्	 उ॰ । 	रि॑चँ॑ 		वियोजनसम्पर्चनयोः 	०७।	०००४ ॥
रिच्	 । रु॰	 अनिट्	 उ॰ । 	रि॒चिँ॒॑र् 		विरेचने 	१०।	०३४८ ॥
रिण्व्	 । भ्वा॰	 सेट्	 प॰ । 	रि॑विँ॑ 		[गत्यर्थः] 	०१।	०६७९ ॥
रिफ्	 । तु॰	 सेट्	 प॰ । 	रि॑फँ॑ 		कत्थनयुद्धनिन्दाहिंसादानेषु 	०६।	००२६ ॥
रिश्	 । तु॰	 अनिट्	 प॰ । 	रि॒शँ॑ 		हिंसायाम् 	०६।	०१५६ ॥
रिष्	 । दि॰	 सेट्	 प॰ । 	रि॑षँ॑ 		हिंसायाम् 	०४।	०१४४ ॥
रिष्	 । भ्वा॰	 सेट्	 प॰ । 	रि॑षँ॑ 		हिंसार्थाः 	०१।	०७९० ॥
रिह्	 । तु॰	 सेट्	 प॰ । 	रि॑हँ॑ 		[कत्थनयुद्धनिन्दाहिंसादानेषु] इत्येके 	०६।	००२७ ॥
री	 । क्र्या॰	 अनिट्	 प॰ । 	री॒ 		गतिरेषणयोः 	०९।	००३५ ॥
री	 । दि॰	 अनिट्	 आ॰ । 	री॒ङ् 		श्रवणे 	०४।	००३३ ॥
रु	 । भ्वा॰	 अनिट्	 आ॰ । 	रु॒ङ् 		गतिरोषणयोः 	१०।	०३१९ ॥
रु	 । अ॰	 सेट्	 प॰ । 	रु॑ 		शब्दे 	१०।	०३२१ ॥
रुंश्	 । चु॰	 सेट्	 उ॰ । 	रु॑शिँ॑ 		[[भाषार्थः] च] 	०१।	१११४ ॥
रुंस्	 । चु॰	 सेट्	 उ॰ । 	रु॑सिँ॑ 		[[भाषार्थः] च] 	०२।	००२८ ॥
रुच्	 । भ्वा॰	 सेट्	 आ॰ । 	रु॑चँ॒ 		दीप्तावभिप्रीतौ च 	०१।	०८४७ ॥
रुज्	 । तु॰	 अनिट्	 प॰ । 	रु॒जोँ॑ 		भङ्गे 	१०।	०३३५ ॥
रुज्	 । चु॰	 सेट्	 उ॰ । 	रु॑जँ॑ 		हिंसायाम् 	०६।	०१५२ ॥
रुट्	 । चु॰	 सेट्	 उ॰ । 	रु॑टँ॑ 		[[भाषार्थः] च] 	१०।	०३१४ ॥
रुट्	 । भ्वा॰	 सेट्	 आ॰ । 	रु॑टँ॒ 		[उपघाते (प्रतिघाते)] 	०१।	०८४९ ॥
रुट्	 । चु॰	 सेट्	 उ॰ । 	रु॑टँ॑ 		[रोषे] इत्येके 	१०।	०१८८ ॥
रुठ्	 । भ्वा॰	 सेट्	 प॰ । 	रु॑ठँ॑ 		[उपघाते] 	०१।	०३८९ ॥
रुण्ट्	 । भ्वा॰	 सेट्	 प॰ । 	रु॑टिँ॑ 		[स्तेये] 	०१।	०३७१ ॥
रुण्ठ्	 । भ्वा॰	 सेट्	 प॰ । 	रु॑ठिँ॑ 		[[स्तेये] इत्येके] 	०१।	०४०० ॥
रुण्ठ्	 । भ्वा॰	 सेट्	 प॰ । 	रु॑ठिँ॑ 		[गतौ] 	०१।	०३७३ ॥
रुण्ड्	 । भ्वा॰	 सेट्	 प॰ । 	रु॑डिँ॑ 		[[स्तेये] इत्यपरे] 	०१।	०३७५ ॥
रुद्	 । अ॰	 सेट्	 प॰ । 	रु॑दिँ॑र् 		अश्रुविमोचने 	०२।	००६२ ॥
रुध्	 । रु॰	 अनिट्	 उ॰ । 	रु॒धिँ॒॑र् 		आवरणे 	०७।	०००१ ॥
रुप्	 । दि॰	 सेट्	 प॰ । 	रु॑पँ॑ 		[विमोहने] 	०४।	०१४९ ॥
रुश्	 । तु॰	 अनिट्	 प॰ । 	रु॒शँ॑ 		[हिंसायाम्] 	०६।	०१५५ ॥
रुष्	 । दि॰	 सेट्	 प॰ । 	रु॑षँ॑ 		[हिंसायाम्] (रोषे) 	१०।	०१८७ ॥
रुष्	 । भ्वा॰	 सेट्	 प॰ । 	रु॑षँ॑ 		[हिंसार्थः] 	०१।	०७८९ ॥
रुष्	 । चु॰	 सेट्	 उ॰ । 	रु॑षँ॑ 		रोषे 	०४।	०१४३ ॥
रुह्	 । भ्वा॰	 अनिट्	 प॰ । 	रु॒हँ॑ 		बीजजन्मनि प्रादुर्भावे च 	०१।	०९९५ ॥
रूक्ष (रूक्ष्)	 । चु॰	 सेट्	 उ॰ । 	रू॑क्षँ॑ 		पारुष्ये 	१०।	०४५२ ॥
रूप (रूप्)	 । चु॰	 सेट्	 उ॰ । 	रू॑पँ॑ 		रूपक्रियायाम् 	१०।	०४७९ ॥
रूष्	 । भ्वा॰	 सेट्	 प॰ । 	रू॑षँ॑ 		भूषायाम् 	०१।	०७७२ ॥
रेक्	 । भ्वा॰	 सेट्	 आ॰ । 	रे॑कृँ॒ 		शङ्कायाम् 	०१।	००८५ ॥
रेज्	 । भ्वा॰	 सेट्	 आ॰ । 	रे॑जृँ॒ 		दीप्तौ) 	०१।	०२०६ ॥
रेट्	 । भ्वा॰	 सेट्	 उ॰ । 	रे॑टृँ॒॑ 		परिभाषणे 	०१।	१००२ ॥
रेप्	 । भ्वा॰	 सेट्	 आ॰ । 	रे॑पृँ॒ 		[गतौ] 	०१।	०४३० ॥
