1047	भ्वादिः	उषँ ( उष् ) 	दाहे 	सेट् 	प.प 	423	440	449
1048	भ्वादिः	जिषुँ ( जिष् ) 	सेचने 	सेट् 	प.प 	424	441	X
1049	भ्वादिः	मिषुँ ( मिष् ) 	सेचने 	सेट् 	प.प 	424	441	X
1050	भ्वादिः	विषुँ ( विष् ) 	सेचने 	सेट् 	प.प 	424	441	X
1051	भ्वादिः	जिषुँ(जिष्) 	सेवने 	सेट् 	प.प 	X	X	450
1052	भ्वादिः	मिषुँ(मिष्) 	सेवने 	सेट् 	प.प 	X	X	450
1053	भ्वादिः	विषुँ(विष्) 	सेवने 	सेट् 	प.प 	X	X	450
1054	भ्वादिः	पुषँ ( पुष् ) 	पुष्टौ 	सेट् 	प.प 	425	442	451
1055	भ्वादिः	प्रुषुँ ( प्रुष् ) 	दाहे 	सेट् 	प.प 	426	443	452
1056	भ्वादिः	श्रिषुँ ( श्रिष् ) 	दाहे 	सेट् 	प.प 	426	443	452
1057	भ्वादिः	श्लिषुँ ( श्लिष् ) 	दाहे 	सेट् 	प.प 	426	443	452
1058	भ्वादिः	प्लुषुँ(प्लुष्) 	दाहे 	सेट् 	प.प 	X	443	452
1059	भ्वादिः	पृषुँ(पृष्) 	सेचने 	सेट् 	प.प 	427	444	453
1060	भ्वादिः	मृषुँ(मृष्) 	सेचने 	सेट् 	प.प 	427	444	453
1061	भ्वादिः	वृषुँ(वृष्) 	सेचने 	सेट् 	प.प 	427	444	453
1062	भ्वादिः	मृषुँ(मृष्) 	सहने 	सेट् 	प.प 	X	445	X
1063	भ्वादिः	भृषुँ(भृष्) 	सङ्घाते 	सेट् 	प.प 	X	446	X
1064	भ्वादिः	भृषुँ(भृष्) 	हिंसायाम् 	सेट् 	प.प 	X	446	X
1065	भ्वादिः	घृषुँ(घृष्) 	सङ्घर्षे 	सेट् 	प.प 	428	447	454
1066	भ्वादिः	हृषुँ(हृष्) 	अलीके 	सेट् 	प.प 	429	448	455
1067	भ्वादिः	तुसँ ( तुस् ) 	शब्दे 	सेट् 	प.प 	430	449	456
1068	भ्वादिः	रसँ ( रस् ) 	शब्दे 	सेट् 	प.प 	430	449	456
1069	भ्वादिः	हसँ(हस्) 	शब्दे 	सेट् 	प.प 	430	X	X
1070	भ्वादिः	ह्लसँ ( ह्लस् ) 	शब्दे 	सेट् 	प.प 	430	449	456
1071	भ्वादिः	ह्रसँ ( ह्रस् ) 	शब्दे 	सेट् 	प.प 	X	449	456
1072	भ्वादिः	लसँ ( लस् ) 	क्रीडने 	सेट् 	प.प 	431	450	457
1073	भ्वादिः	लसँ ( लस् ) 	श्लेषणे 	सेट् 	प.प 	431	450	457
1074	भ्वादिः	घसॢँ(घस्) 	अदने 	सेट् 	प.प 	432	451	X
1075	भ्वादिः	चर्चँ ( चर्च् ) 	तर्जने 	सेट् 	प.प 	433	X	X
1076	भ्वादिः	घस्ऌँ(घस्) 	अदने 	सेट् 	प.प 	X	X	458
1077	भ्वादिः	चर्चँ ( चर्च् ) 	परिभाषणे 	सेट् 	प.प 	433	452	459
1078	भ्वादिः	चर्चँ ( चर्च् ) 	हिंसायाम् 	सेट् 	प.प 	433	X	X
1079	भ्वादिः	जर्जँ(जर्ज्) 	तर्जने 	सेट् 	प.प 	433	X	X
1080	भ्वादिः	जर्जँ ( जर्ज् ) 	परिभाषणे 	सेट् 	प.प 	433	X	459
1081	भ्वादिः	जर्जँ ( जर्ज् ) 	हिंसायाम् 	सेट् 	प.प 	433	X	X
1082	भ्वादिः	झर्झँ ( झर्झ् ) 	तर्जने 	सेट् 	प.प 	433	X	X
1083	भ्वादिः	झर्झँ ( झर्झ् ) 	परिभाषणे 	सेट् 	प.प 	433	452	459
1084	भ्वादिः	झर्झँ(झर्झ्) 	हिंसायाम् 	सेट् 	प.प 	433	X	X
1085	भ्वादिः	झर्छँ(झर्छ्) 	परिभाषणे 	सेट् 	प.प 	X	452	X
1086	भ्वादिः	चर्चँ(चर्च्) 	सन्तर्जने 	सेट् 	प.प 	X	X	459
1087	भ्वादिः	जर्जँ ( जर्ज् ) 	सन्तर्जने 	सेट् 	प.प 	X	X	459
1088	भ्वादिः	झर्झँ(झर्झ्) 	सन्तर्जने 	सेट् 	प.प 	X	X	459
1089	भ्वादिः	पिसृँ ( पिस् ) 	गतौ 	सेट् 	प.प 	434	453	460
1090	भ्वादिः	पेसृँ ( पेस् ) 	गतौ 	सेट् 	प.प 	434	453	460
1091	भ्वादिः	हसेँ ( हस् ) 	हसने 	सेट् 	प.प 	435	454	461
1092	भ्वादिः	कसँ(कस्) 	शासने 	सेट् 	प.प 	X	X	462
1093	भ्वादिः	णिशँ(णिश्) 	समाधौ 	सेट् 	प.प 	436	455	463
1094	भ्वादिः	मशँ(मश्) 	रोषकृते 	सेट् 	प.प 	437	456	464
1095	भ्वादिः	मशँ(मश्) 	शब्दे 	सेट् 	प.प 	437	456	464
1096	भ्वादिः	मशँ(मश्) 	समाधौ 	सेट् 	प.प 	437	X	X
1097	भ्वादिः	मिशँ ( मिश् ) 	रोषकृते 	सेट् 	प.प 	437	456	464
1098	भ्वादिः	मिशँ(मिश्) 	शब्दे 	सेट् 	प.प 	437	456	464
1099	भ्वादिः	मिशँ ( मिश् ) 	समाधौ 	सेट् 	प.प 	437	X	X
1100	भ्वादिः	शवँ ( शव् ) 	गतौ 	सेट् 	प.प 	438	457	465
1101	भ्वादिः	शशँ ( शश् ) 	प्लुतगतौ 	सेट् 	प.प 	439	X	466
1102	भ्वादिः	शशँ(शश्) 	प्लुतिगतौ 	सेट् 	प.प 	X	458	X
1103	भ्वादिः	कवँ(कव्) 	शब्दे 	सेट् 	प.प 	X	459	X
1104	भ्वादिः	शसुँ ( शस् ) 	हिंसायाम् 	सेट् 	प.प 	440	460	467
1105	भ्वादिः	शन्सुँ(शन्स्) 	स्तुतौ 	सेट् 	प.प 	441	461	468
1106	भ्वादिः	चहँ ( चह् ) 	परिकल्कने 	सेट् 	प.प 	442	X	469
1107	भ्वादिः	महँ ( मह् ) 	पूजायाम् 	सेट् 	प.प 	443	X	470
1108	भ्वादिः	चहँ(चह्) 	कल्कने 	सेट् 	प.प 	X	462	X
1109	भ्वादिः	रहँ ( रह् ) 	त्यागे 	सेट् 	प.प 	444	463	471
1110	भ्वादिः	रहिँ(रह्) 	गतौ 	सेट् 	प.प 	445	464	472
1111	भ्वादिः	दृहिँ ( दृह् ) 	वृद्धौ 	सेट् 	प.प 	446	465	473
1112	भ्वादिः	दृहँ ( दृह् ) 	वृद्धौ 	सेट् 	प.प 	446	465	X
1113	भ्वादिः	वृहिँ(वृह्) 	वृद्धौ 	सेट् 	प.प 	446	X	473
1114	भ्वादिः	वृहँ(वृह्) 	वृद्धौ 	सेट् 	प.प 	446	X	473
1115	भ्वादिः	बृहिँ ( बृह् ) 	वृद्धौ 	सेट् 	प.प 	X	465	X
1116	भ्वादिः	बृहँ ( बृह् ) 	वृद्धौ 	सेट् 	प.प 	X	465	X
1117	भ्वादिः	तृहिँ(तृह्) 	वृद्धौ 	सेट् 	प.प 	X	X	473
1118	भ्वादिः	तृहँ(तृह्) 	वृद्धौ 	सेट् 	प.प 	X	X	473
1119	भ्वादिः	वृहिँ(वृह्) 	शब्दे 	सेट् 	प.प 	447	X	X
1120	भ्वादिः	बृहिँ ( बृह् ) 	शब्दे 	सेट् 	प.प 	X	466	X
1121	भ्वादिः	अर्हँ ( अर्ह् ) 	पूजायाम् 	सेट् 	प.प 	448	468	476
1122	भ्वादिः	उहिँर् ( उह् ) 	अर्दने 	सेट् 	प.प 	X	467	X
1123	भ्वादिः	तुहिँर् ( तुह् ) 	अर्दने 	सेट् 	प.प 	X	467	474
1124	भ्वादिः	दुहिँर् ( दुह् ) 	अर्दने 	सेट् 	प.प 	X	X	474
1125	भ्वादिः	द्युतँ॒ ( द्युत् ) 	दीप्तौ 	सेट् 	आ.प 	449	469	477
1126	भ्वादिः	श्विताँ॒ ( श्वित् ) 	वर्णे 	सेट् 	आ.प 	450	470	478
1127	भ्वादिः	ञि॒मिदाँ॒ ( मिद् ) 	स्नेहने 	सेट् 	आ.प 	451	471	479
1128	भ्वादिः	ञि॒ष्विदाँ॒(ष्विद्) 	गात्रप्रस्रवणे 	सेट् 	आ.प 	452	X	X
1129	भ्वादिः	ञि॒क्ष्विदाँ॒(क्ष्विद्) 	मोहने 	सेट् 	आ.प 	X	472	X
1130	भ्वादिः	ञि॒क्ष्विदाँ॒(क्ष्विद्) 	स्नेहने 	सेट् 	आ.प 	X	472	X
1131	भ्वादिः	रुचँ॒ ( रुच् ) 	अभिप्रीतौ 	सेट् 	आ.प 	453	473	X
1132	भ्वादिः	ञि॒ष्विदाँ॒(ष्विद्) 	मोचने 	सेट् 	आ.प 	X	X	480
1133	भ्वादिः	ञि॒ष्विदाँ॒(ष्विद्) 	स्नेहने 	सेट् 	आ.प 	X	X	480
1134	भ्वादिः	रुचँ॒ ( रुच् ) 	दीप्तौ 	सेट् 	आ.प 	453	473	481
1135	भ्वादिः	घुटँ॒ ( घुट् ) 	परिवर्तने 	सेट् 	आ.प 	454	474	482
1136	भ्वादिः	रुटँ॒ ( रुट् ) 	प्रतिघाते 	सेट् 	आ.प 	455	X	483
1137	भ्वादिः	लुटँ॒ ( लुट् ) 	प्रतिघाते 	सेट् 	आ.प 	455	X	483
1138	भ्वादिः	रुटँ॒ ( रुट् ) 	दीप्तौ 	सेट् 	आ.प 	X	475	X
1139	भ्वादिः	लुठँ॒ ( लुठ् ) 	प्रतिघाते 	सेट् 	आ.प 	455	476	483
1140	भ्वादिः	रुठँ॒ ( रुठ् ) 	प्रतिघाते 	सेट् 	आ.प 	X	476	X
1141	भ्वादिः	शुभँ॒ ( शुभ् ) 	दीप्तौ 	सेट् 	आ.प 	456	477	484
1142	भ्वादिः	क्षुभँ॒ ( क्षुभ् ) 	सञ्चलने 	सेट् 	आ.प 	457	478	485
1143	भ्वादिः	णभँ॒(णभ्) 	हिंसायाम् 	सेट् 	आ.प 	458	479	486
1144	भ्वादिः	तुभँ॒ ( तुभ् ) 	हिंसायाम् 	सेट् 	आ.प 	458	479	486
1145	भ्वादिः	ध्वन्सुँ॒(ध्वन्स्) 	अवस्रंसने 	सेट् 	आ.प 	459	480	487
1146	भ्वादिः	भ्रन्सुँ॒(भ्रन्स्) 	अवस्रंसने 	सेट् 	आ.प 	459	X	X
1147	भ्वादिः	स्रन्सुँ॒(स्रन्स्) 	अवस्रंसने 	सेट् 	आ.प 	459	480	487
1148	भ्वादिः	भ्रन्शुँ॒(भ्रन्श्) 	अवस्रंसने 	सेट् 	आ.प 	X	480	487
1149	भ्वादिः	ध्वन्सुँ॒(ध्वन्स्) 	अधःपतने 	सेट् 	आ.प 	X	X	487
1150	भ्वादिः	भ्रन्शुँ॒(भ्रन्श्) 	अधःपतने 	सेट् 	आ.प 	X	X	487
1151	भ्वादिः	स्रन्सुँ॒(स्रन्स्) 	अधःपतने 	सेट् 	आ.प 	X	X	487
1152	भ्वादिः	ध्वन्सुँ॒(ध्वन्स्) 	गतौ 	सेट् 	आ.प 	460	481	X
1153	भ्वादिः	स्रन्भुँ॒(स्रन्भ्) 	विश्वासे 	सेट् 	आ.प 	461	482	488
1154	भ्वादिः	वृतुँ॒ ( वृत् ) 	वर्तने 	सेट् 	आ.प 	462	483	489
1155	भ्वादिः	वृधुँ॒ ( वृध् ) 	वृद्धौ 	सेट् 	आ.प 	X	484	490
1156	भ्वादिः	शृधुँ॒ ( शृध् ) 	शब्दकुत्सायाम् 	सेट् 	आ.प 	463	485	491
1157	भ्वादिः	स्यन्दूँ॒ ( स्यन्द् ) 	प्रस्रवणे 	सेट् 	आ.प 	464	X	X
1158	भ्वादिः	स्यन्दूँ॒(स्यन्द्) 	स्रवणे 	सेट् 	आ.प 	X	486	492
1159	भ्वादिः	कृपूँ॒ ( कृप् ) 	सामर्थ्ये 	सेट् 	आ.प 	465	487	493
1160	भ्वादिः	घटँ॒ ( घट् ) 	चेष्टायाम् 	सेट् 	आ.प 	466	488	494
1161	भ्वादिः	व्यथँ॒ ( व्यथ् ) 	भये 	सेट् 	आ.प 	467	489	495
1162	भ्वादिः	व्यथँ॒ ( व्यथ् ) 	सञ्चलने 	सेट् 	आ.प 	467	X	X
1163	भ्वादिः	व्यथँ॒ ( व्यथ् ) 	चलने 	सेट् 	आ.प 	X	489	495
1164	भ्वादिः	प्रथँ॒ ( प्रथ् ) 	प्रख्याने 	सेट् 	आ.प 	468	490	496
1165	भ्वादिः	प्रसँ॒ ( प्रस् ) 	विस्तारे 	सेट् 	आ.प 	469	X	497
